time,op,size
215,r,4452
216,a,16
217,f,16
218,r,4457
219,a,16
220,f,16
221,r,4462
222,a,16
223,f,16
224,r,4467
225,a,16
226,f,16
227,r,4472
228,a,16
229,f,16
230,r,4477
231,a,16
232,f,16
233,r,4482
234,a,16
235,f,16
236,r,4487
237,a,16
238,f,16
239,r,4492
240,a,16
241,f,16
242,r,4497
243,a,16
244,f,16
245,r,4502
246,a,16
247,f,16
248,r,4507
249,a,16
250,f,16
251,r,4512
252,a,16
253,f,16
254,r,4517
255,a,16
256,f,16
257,r,4522
258,a,16
259,f,16
260,r,4527
261,a,16
262,f,16
263,r,4532
264,a,16
265,f,16
266,r,4537
267,a,16
268,f,16
269,r,4542
270,a,16
271,f,16
272,r,4547
273,a,16
274,f,16
275,r,4552
276,a,16
277,f,16
278,r,4557
279,a,16
280,f,16
281,r,4562
282,a,16
283,f,16
284,r,4567
285,a,16
286,f,16
287,r,4572
288,a,16
289,f,16
290,r,4577
291,a,16
292,f,16
293,r,4582
294,a,16
295,f,16
296,r,4587
297,a,16
298,f,16
299,r,4592
300,a,16
301,f,16
302,r,4597
303,a,16
304,f,16
305,r,4602
306,a,16
307,f,16
308,r,4607
309,a,16
310,f,16
311,r,4612
312,a,16
313,f,16
314,r,4617
315,a,16
316,f,16
317,r,4622
318,a,16
319,f,16
320,r,4627
321,a,16
322,f,16
323,r,4632
324,a,16
325,f,16
326,r,4637
327,a,16
328,f,16
329,r,4642
330,a,16
331,f,16
332,r,4647
333,a,16
334,f,16
335,r,4652
336,a,16
337,f,16
338,r,4657
339,a,16
340,f,16
341,r,4662
342,a,16
343,f,16
344,r,4667
345,a,16
346,f,16
347,r,4672
348,a,16
349,f,16
350,r,4677
351,a,16
352,f,16
353,r,4682
354,a,16
355,f,16
356,r,4687
357,a,16
358,f,16
359,r,4692
360,a,16
361,f,16
362,r,4697
363,a,16
364,f,16
365,r,4702
366,a,16
367,f,16
368,r,4707
369,a,16
370,f,16
371,r,4712
372,a,16
373,f,16
374,r,4717
375,a,16
376,f,16
377,r,4722
378,a,16
379,f,16
380,r,4727
381,a,16
382,f,16
383,r,4732
384,a,16
385,f,16
386,r,4737
387,a,16
388,f,16
389,r,4742
390,a,16
391,f,16
392,r,4747
393,a,16
394,f,16
395,r,4752
396,a,16
397,f,16
398,r,4757
399,a,16
400,f,16
401,r,4762
402,a,16
403,f,16
404,r,4767
405,a,16
406,f,16
407,r,4772
408,a,16
409,f,16
410,r,4777
411,a,16
412,f,16
413,r,4782
414,a,16
415,f,16
416,r,4787
417,a,16
418,f,16
419,r,4792
420,a,16
421,f,16
422,r,4797
423,a,16
424,f,16
425,r,4802
426,a,16
427,f,16
428,r,4807
429,a,16
430,f,16
431,r,4812
432,a,16
433,f,16
434,r,4817
435,a,16
436,f,16
437,r,4822
438,a,16
439,f,16
440,r,4827
441,a,16
442,f,16
443,r,4832
444,a,16
445,f,16
446,r,4837
447,a,16
448,f,16
449,r,4842
450,a,16
451,f,16
452,r,4847
453,a,16
454,f,16
455,r,4852
456,a,16
457,f,16
458,r,4857
459,a,16
460,f,16
461,r,4862
462,a,16
463,f,16
464,r,4867
465,a,16
466,f,16
467,r,4872
468,a,16
469,f,16
470,r,4877
471,a,16
472,f,16
473,r,4882
474,a,16
475,f,16
476,r,4887
477,a,16
478,f,16
479,r,4892
480,a,16
481,f,16
482,r,4897
483,a,16
484,f,16
485,r,4902
486,a,16
487,f,16
488,r,4907
489,a,16
490,f,16
491,r,4912
492,a,16
493,f,16
494,r,4917
495,a,16
496,f,16
497,r,4922
498,a,16
499,f,16
500,r,4927
501,a,16
502,f,16
503,r,4932
504,a,16
505,f,16
506,r,4937
507,a,16
508,f,16
509,r,4942
510,a,16
511,f,16
512,r,4947
513,a,16
514,f,16
515,r,4952
516,a,16
517,f,16
518,r,4957
519,a,16
520,f,16
521,r,4962
522,a,16
523,f,16
524,r,4967
525,a,16
526,f,16
527,r,4972
528,a,16
529,f,16
530,r,4977
531,a,16
532,f,16
533,r,4982
534,a,16
535,f,16
536,r,4987
537,a,16
538,f,16
539,r,4992
540,a,16
541,f,16
542,r,4997
543,a,16
544,f,16
545,r,5002
546,a,16
547,f,16
548,r,5007
549,a,16
550,f,16
551,r,5012
552,a,16
553,f,16
554,r,5017
555,a,16
556,f,16
557,r,5022
558,a,16
559,f,16
560,r,5027
561,a,16
562,f,16
563,r,5032
564,a,16
565,f,16
566,r,5037
567,a,16
568,f,16
569,r,5042
570,a,16
571,f,16
572,r,5047
573,a,16
574,f,16
575,r,5052
576,a,16
577,f,16
578,r,5057
579,a,16
580,f,16
581,r,5062
582,a,16
583,f,16
584,r,5067
585,a,16
586,f,16
587,r,5072
588,a,16
589,f,16
590,r,5077
591,a,16
592,f,16
593,r,5082
594,a,16
595,f,16
596,r,5087
597,a,16
598,f,16
599,r,5092
600,a,16
601,f,16
602,r,5097
603,a,16
604,f,16
605,r,5102
606,a,16
607,f,16
608,r,5107
609,a,16
610,f,16
611,r,5112
612,a,16
613,f,16
614,r,5117
615,a,16
616,f,16
617,r,5122
618,a,16
619,f,16
620,r,5127
621,a,16
622,f,16
623,r,5132
624,a,16
625,f,16
626,r,5137
627,a,16
628,f,16
629,r,5142
630,a,16
631,f,16
632,r,5147
633,a,16
634,f,16
635,r,5152
636,a,16
637,f,16
638,r,5157
639,a,16
640,f,16
641,r,5162
642,a,16
643,f,16
644,r,5167
645,a,16
646,f,16
647,r,5172
648,a,16
649,f,16
650,r,5177
651,a,16
652,f,16
653,r,5182
654,a,16
655,f,16
656,r,5187
657,a,16
658,f,16
659,r,5192
660,a,16
661,f,16
662,r,5197
663,a,16
664,f,16
665,r,5202
666,a,16
667,f,16
668,r,5207
669,a,16
670,f,16
671,r,5212
672,a,16
673,f,16
674,r,5217
675,a,16
676,f,16
677,r,5222
678,a,16
679,f,16
680,r,5227
681,a,16
682,f,16
683,r,5232
684,a,16
685,f,16
686,r,5237
687,a,16
688,f,16
689,r,5242
690,a,16
691,f,16
692,r,5247
693,a,16
694,f,16
695,r,5252
696,a,16
697,f,16
698,r,5257
699,a,16
700,f,16
701,r,5262
702,a,16
703,f,16
704,r,5267
705,a,16
706,f,16
707,r,5272
708,a,16
709,f,16
710,r,5277
711,a,16
712,f,16
713,r,5282
714,a,16
715,f,16
716,r,5287
717,a,16
718,f,16
719,r,5292
720,a,16
721,f,16
722,r,5297
723,a,16
724,f,16
725,r,5302
726,a,16
727,f,16
728,r,5307
729,a,16
730,f,16
731,r,5312
732,a,16
733,f,16
734,r,5317
735,a,16
736,f,16
737,r,5322
738,a,16
739,f,16
740,r,5327
741,a,16
742,f,16
743,r,5332
744,a,16
745,f,16
746,r,5337
747,a,16
748,f,16
749,r,5342
750,a,16
751,f,16
752,r,5347
753,a,16
754,f,16
755,r,5352
756,a,16
757,f,16
758,r,5357
759,a,16
760,f,16
761,r,5362
762,a,16
763,f,16
764,r,5367
765,a,16
766,f,16
767,r,5372
768,a,16
769,f,16
770,r,5377
771,a,16
772,f,16
773,r,5382
774,a,16
775,f,16
776,r,5387
777,a,16
778,f,16
779,r,5392
780,a,16
781,f,16
782,r,5397
783,a,16
784,f,16
785,r,5402
786,a,16
787,f,16
788,r,5407
789,a,16
790,f,16
791,r,5412
792,a,16
793,f,16
794,r,5417
795,a,16
796,f,16
797,r,5422
798,a,16
799,f,16
800,r,5427
801,a,16
802,f,16
803,r,5432
804,a,16
805,f,16
806,r,5437
807,a,16
808,f,16
809,r,5442
810,a,16
811,f,16
812,r,5447
813,a,16
814,f,16
815,r,5452
816,a,16
817,f,16
818,r,5457
819,a,16
820,f,16
821,r,5462
822,a,16
823,f,16
824,r,5467
825,a,16
826,f,16
827,r,5472
828,a,16
829,f,16
830,r,5477
831,a,16
832,f,16
833,r,5482
834,a,16
835,f,16
836,r,5487
837,a,16
838,f,16
839,r,5492
840,a,16
841,f,16
842,r,5497
843,a,16
844,f,16
845,r,5502
846,a,16
847,f,16
848,r,5507
849,a,16
850,f,16
851,r,5512
852,a,16
853,f,16
854,r,5517
855,a,16
856,f,16
857,r,5522
858,a,16
859,f,16
860,r,5527
861,a,16
862,f,16
863,r,5532
864,a,16
865,f,16
866,r,5537
867,a,16
868,f,16
869,r,5542
870,a,16
871,f,16
872,r,5547
873,a,16
874,f,16
875,r,5552
876,a,16
877,f,16
878,r,5557
879,a,16
880,f,16
881,r,5562
882,a,16
883,f,16
884,r,5567
885,a,16
886,f,16
887,r,5572
888,a,16
889,f,16
890,r,5577
891,a,16
892,f,16
893,r,5582
894,a,16
895,f,16
896,r,5587
897,a,16
898,f,16
899,r,5592
900,a,16
901,f,16
902,r,5597
903,a,16
904,f,16
905,r,5602
906,a,16
907,f,16
908,r,5607
909,a,16
910,f,16
911,r,5612
912,a,16
913,f,16
914,r,5617
915,a,16
916,f,16
917,r,5622
918,a,16
919,f,16
920,r,5627
921,a,16
922,f,16
923,r,5632
924,a,16
925,f,16
926,r,5637
927,a,16
928,f,16
929,r,5642
930,a,16
931,f,16
932,r,5647
933,a,16
934,f,16
935,r,5652
936,a,16
937,f,16
938,r,5657
939,a,16
940,f,16
941,r,5662
942,a,16
943,f,16
944,r,5667
945,a,16
946,f,16
947,r,5672
948,a,16
949,f,16
950,r,5677
951,a,16
952,f,16
953,r,5682
954,a,16
955,f,16
956,r,5687
957,a,16
958,f,16
959,r,5692
960,a,16
961,f,16
962,r,5697
963,a,16
964,f,16
965,r,5702
966,a,16
967,f,16
968,r,5707
969,a,16
970,f,16
971,r,5712
972,a,16
973,f,16
974,r,5717
975,a,16
976,f,16
977,r,5722
978,a,16
979,f,16
980,r,5727
981,a,16
982,f,16
983,r,5732
984,a,16
985,f,16
986,r,5737
987,a,16
988,f,16
989,r,5742
990,a,16
991,f,16
992,r,5747
993,a,16
994,f,16
995,r,5752
996,a,16
997,f,16
998,r,5757
999,a,16
1000,f,16
1001,r,5762
1002,a,16
1003,f,16
1004,r,5767
1005,a,16
1006,f,16
1007,r,5772
1008,a,16
1009,f,16
1010,r,5777
1011,a,16
1012,f,16
1013,r,5782
1014,a,16
1015,f,16
1016,r,5787
1017,a,16
1018,f,16
1019,r,5792
1020,a,16
1021,f,16
1022,r,5797
1023,a,16
1024,f,16
1025,r,5802
1026,a,16
1027,f,16
1028,r,5807
1029,a,16
1030,f,16
1031,r,5812
1032,a,16
1033,f,16
1034,r,5817
1035,a,16
1036,f,16
1037,r,5822
1038,a,16
1039,f,16
1040,r,5827
1041,a,16
1042,f,16
1043,r,5832
1044,a,16
1045,f,16
1046,r,5837
1047,a,16
1048,f,16
1049,r,5842
1050,a,16
1051,f,16
1052,r,5847
1053,a,16
1054,f,16
1055,r,5852
1056,a,16
1057,f,16
1058,r,5857
1059,a,16
1060,f,16
1061,r,5862
1062,a,16
1063,f,16
1064,r,5867
1065,a,16
1066,f,16
1067,r,5872
1068,a,16
1069,f,16
1070,r,5877
1071,a,16
1072,f,16
1073,r,5882
1074,a,16
1075,f,16
1076,r,5887
1077,a,16
1078,f,16
1079,r,5892
1080,a,16
1081,f,16
1082,r,5897
1083,a,16
1084,f,16
1085,r,5902
1086,a,16
1087,f,16
1088,r,5907
1089,a,16
1090,f,16
1091,r,5912
1092,a,16
1093,f,16
1094,r,5917
1095,a,16
1096,f,16
1097,r,5922
1098,a,16
1099,f,16
1100,r,5927
1101,a,16
1102,f,16
1103,r,5932
1104,a,16
1105,f,16
1106,r,5937
1107,a,16
1108,f,16
1109,r,5942
1110,a,16
1111,f,16
1112,r,5947
1113,a,16
1114,f,16
1115,r,5952
1116,a,16
1117,f,16
1118,r,5957
1119,a,16
1120,f,16
1121,r,5962
1122,a,16
1123,f,16
1124,r,5967
1125,a,16
1126,f,16
1127,r,5972
1128,a,16
1129,f,16
1130,r,5977
1131,a,16
1132,f,16
1133,r,5982
1134,a,16
1135,f,16
1136,r,5987
1137,a,16
1138,f,16
1139,r,5992
1140,a,16
1141,f,16
1142,r,5997
1143,a,16
1144,f,16
1145,r,6002
1146,a,16
1147,f,16
1148,r,6007
1149,a,16
1150,f,16
1151,r,6012
1152,a,16
1153,f,16
1154,r,6017
1155,a,16
1156,f,16
1157,r,6022
1158,a,16
1159,f,16
1160,r,6027
1161,a,16
1162,f,16
1163,r,6032
1164,a,16
1165,f,16
1166,r,6037
1167,a,16
1168,f,16
1169,r,6042
1170,a,16
1171,f,16
1172,r,6047
1173,a,16
1174,f,16
1175,r,6052
1176,a,16
1177,f,16
1178,r,6057
1179,a,16
1180,f,16
1181,r,6062
1182,a,16
1183,f,16
1184,r,6067
1185,a,16
1186,f,16
1187,r,6072
1188,a,16
1189,f,16
1190,r,6077
1191,a,16
1192,f,16
1193,r,6082
1194,a,16
1195,f,16
1196,r,6087
1197,a,16
1198,f,16
1199,r,6092
1200,a,16
1201,f,16
1202,r,6097
1203,a,16
1204,f,16
1205,r,6102
1206,a,16
1207,f,16
1208,r,6107
1209,a,16
1210,f,16
1211,r,6112
1212,a,16
1213,f,16
1214,r,6117
1215,a,16
1216,f,16
1217,r,6122
1218,a,16
1219,f,16
1220,r,6127
1221,a,16
1222,f,16
1223,r,6132
1224,a,16
1225,f,16
1226,r,6137
1227,a,16
1228,f,16
1229,r,6142
1230,a,16
1231,f,16
1232,r,6147
1233,a,16
1234,f,16
1235,r,6152
1236,a,16
1237,f,16
1238,r,6157
1239,a,16
1240,f,16
1241,r,6162
1242,a,16
1243,f,16
1244,r,6167
1245,a,16
1246,f,16
1247,r,6172
1248,a,16
1249,f,16
1250,r,6177
1251,a,16
1252,f,16
1253,r,6182
1254,a,16
1255,f,16
1256,r,6187
1257,a,16
1258,f,16
1259,r,6192
1260,a,16
1261,f,16
1262,r,6197
1263,a,16
1264,f,16
1265,r,6202
1266,a,16
1267,f,16
1268,r,6207
1269,a,16
1270,f,16
1271,r,6212
1272,a,16
1273,f,16
1274,r,6217
1275,a,16
1276,f,16
1277,r,6222
1278,a,16
1279,f,16
1280,r,6227
1281,a,16
1282,f,16
1283,r,6232
1284,a,16
1285,f,16
1286,r,6237
1287,a,16
1288,f,16
1289,r,6242
1290,a,16
1291,f,16
1292,r,6247
1293,a,16
1294,f,16
1295,r,6252
1296,a,16
1297,f,16
1298,r,6257
1299,a,16
1300,f,16
1301,r,6262
1302,a,16
1303,f,16
1304,r,6267
1305,a,16
1306,f,16
1307,r,6272
1308,a,16
1309,f,16
1310,r,6277
1311,a,16
1312,f,16
1313,r,6282
1314,a,16
1315,f,16
1316,r,6287
1317,a,16
1318,f,16
1319,r,6292
1320,a,16
1321,f,16
1322,r,6297
1323,a,16
1324,f,16
1325,r,6302
1326,a,16
1327,f,16
1328,r,6307
1329,a,16
1330,f,16
1331,r,6312
1332,a,16
1333,f,16
1334,r,6317
1335,a,16
1336,f,16
1337,r,6322
1338,a,16
1339,f,16
1340,r,6327
1341,a,16
1342,f,16
1343,r,6332
1344,a,16
1345,f,16
1346,r,6337
1347,a,16
1348,f,16
1349,r,6342
1350,a,16
1351,f,16
1352,r,6347
1353,a,16
1354,f,16
1355,r,6352
1356,a,16
1357,f,16
1358,r,6357
1359,a,16
1360,f,16
1361,r,6362
1362,a,16
1363,f,16
1364,r,6367
1365,a,16
1366,f,16
1367,r,6372
1368,a,16
1369,f,16
1370,r,6377
1371,a,16
1372,f,16
1373,r,6382
1374,a,16
1375,f,16
1376,r,6387
1377,a,16
1378,f,16
1379,r,6392
1380,a,16
1381,f,16
1382,r,6397
1383,a,16
1384,f,16
1385,r,6402
1386,a,16
1387,f,16
1388,r,6407
1389,a,16
1390,f,16
1391,r,6412
1392,a,16
1393,f,16
1394,r,6417
1395,a,16
1396,f,16
1397,r,6422
1398,a,16
1399,f,16
1400,r,6427
1401,a,16
1402,f,16
1403,r,6432
1404,a,16
1405,f,16
1406,r,6437
1407,a,16
1408,f,16
1409,r,6442
1410,a,16
1411,f,16
1412,r,6447
1413,a,16
1414,f,16
1415,r,6452
1416,a,16
1417,f,16
1418,r,6457
1419,a,16
1420,f,16
1421,r,6462
1422,a,16
1423,f,16
1424,r,6467
1425,a,16
1426,f,16
1427,r,6472
1428,a,16
1429,f,16
1430,r,6477
1431,a,16
1432,f,16
1433,r,6482
1434,a,16
1435,f,16
1436,r,6487
1437,a,16
1438,f,16
1439,r,6492
1440,a,16
1441,f,16
1442,r,6497
1443,a,16
1444,f,16
1445,r,6502
1446,a,16
1447,f,16
1448,r,6507
1449,a,16
1450,f,16
1451,r,6512
1452,a,16
1453,f,16
1454,r,6517
1455,a,16
1456,f,16
1457,r,6522
1458,a,16
1459,f,16
1460,r,6527
1461,a,16
1462,f,16
1463,r,6532
1464,a,16
1465,f,16
1466,r,6537
1467,a,16
1468,f,16
1469,r,6542
1470,a,16
1471,f,16
1472,r,6547
1473,a,16
1474,f,16
1475,r,6552
1476,a,16
1477,f,16
1478,r,6557
1479,a,16
1480,f,16
1481,r,6562
1482,a,16
1483,f,16
1484,r,6567
1485,a,16
1486,f,16
1487,r,6572
1488,a,16
1489,f,16
1490,r,6577
1491,a,16
1492,f,16
1493,r,6582
1494,a,16
1495,f,16
1496,r,6587
1497,a,16
1498,f,16
1499,r,6592
1500,a,16
1501,f,16
1502,r,6597
1503,a,16
1504,f,16
1505,r,6602
1506,a,16
1507,f,16
1508,r,6607
1509,a,16
1510,f,16
1511,r,6612
1512,a,16
1513,f,16
1514,r,6617
1515,a,16
1516,f,16
1517,r,6622
1518,a,16
1519,f,16
1520,r,6627
1521,a,16
1522,f,16
1523,r,6632
1524,a,16
1525,f,16
1526,r,6637
1527,a,16
1528,f,16
1529,r,6642
1530,a,16
1531,f,16
1532,r,6647
1533,a,16
1534,f,16
1535,r,6652
1536,a,16
1537,f,16
1538,r,6657
1539,a,16
1540,f,16
1541,r,6662
1542,a,16
1543,f,16
1544,r,6667
1545,a,16
1546,f,16
1547,r,6672
1548,a,16
1549,f,16
1550,r,6677
1551,a,16
1552,f,16
1553,r,6682
1554,a,16
1555,f,16
1556,r,6687
1557,a,16
1558,f,16
1559,r,6692
1560,a,16
1561,f,16
1562,r,6697
1563,a,16
1564,f,16
1565,r,6702
1566,a,16
1567,f,16
1568,r,6707
1569,a,16
1570,f,16
1571,r,6712
1572,a,16
1573,f,16
1574,r,6717
1575,a,16
1576,f,16
1577,r,6722
1578,a,16
1579,f,16
1580,r,6727
1581,a,16
1582,f,16
1583,r,6732
1584,a,16
1585,f,16
1586,r,6737
1587,a,16
1588,f,16
1589,r,6742
1590,a,16
1591,f,16
1592,r,6747
1593,a,16
1594,f,16
1595,r,6752
1596,a,16
1597,f,16
1598,r,6757
1599,a,16
1600,f,16
1601,r,6762
1602,a,16
1603,f,16
1604,r,6767
1605,a,16
1606,f,16
1607,r,6772
1608,a,16
1609,f,16
1610,r,6777
1611,a,16
1612,f,16
1613,r,6782
1614,a,16
1615,f,16
1616,r,6787
1617,a,16
1618,f,16
1619,r,6792
1620,a,16
1621,f,16
1622,r,6797
1623,a,16
1624,f,16
1625,r,6802
1626,a,16
1627,f,16
1628,r,6807
1629,a,16
1630,f,16
1631,r,6812
1632,a,16
1633,f,16
1634,r,6817
1635,a,16
1636,f,16
1637,r,6822
1638,a,16
1639,f,16
1640,r,6827
1641,a,16
1642,f,16
1643,r,6832
1644,a,16
1645,f,16
1646,r,6837
1647,a,16
1648,f,16
1649,r,6842
1650,a,16
1651,f,16
1652,r,6847
1653,a,16
1654,f,16
1655,r,6852
1656,a,16
1657,f,16
1658,r,6857
1659,a,16
1660,f,16
1661,r,6862
1662,a,16
1663,f,16
1664,r,6867
1665,a,16
1666,f,16
1667,r,6872
1668,a,16
1669,f,16
1670,r,6877
1671,a,16
1672,f,16
1673,r,6882
1674,a,16
1675,f,16
1676,r,6887
1677,a,16
1678,f,16
1679,r,6892
1680,a,16
1681,f,16
1682,r,6897
1683,a,16
1684,f,16
1685,r,6902
1686,a,16
1687,f,16
1688,r,6907
1689,a,16
1690,f,16
1691,r,6912
1692,a,16
1693,f,16
1694,r,6917
1695,a,16
1696,f,16
1697,r,6922
1698,a,16
1699,f,16
1700,r,6927
1701,a,16
1702,f,16
1703,r,6932
1704,a,16
1705,f,16
1706,r,6937
1707,a,16
1708,f,16
1709,r,6942
1710,a,16
1711,f,16
1712,r,6947
1713,a,16
1714,f,16
1715,r,6952
1716,a,16
1717,f,16
1718,r,6957
1719,a,16
1720,f,16
1721,r,6962
1722,a,16
1723,f,16
1724,r,6967
1725,a,16
1726,f,16
1727,r,6972
1728,a,16
1729,f,16
1730,r,6977
1731,a,16
1732,f,16
1733,r,6982
1734,a,16
1735,f,16
1736,r,6987
1737,a,16
1738,f,16
1739,r,6992
1740,a,16
1741,f,16
1742,r,6997
1743,a,16
1744,f,16
1745,r,7002
1746,a,16
1747,f,16
1748,r,7007
1749,a,16
1750,f,16
1751,r,7012
1752,a,16
1753,f,16
1754,r,7017
1755,a,16
1756,f,16
1757,r,7022
1758,a,16
1759,f,16
1760,r,7027
1761,a,16
1762,f,16
1763,r,7032
1764,a,16
1765,f,16
1766,r,7037
1767,a,16
1768,f,16
1769,r,7042
1770,a,16
1771,f,16
1772,r,7047
1773,a,16
1774,f,16
1775,r,7052
1776,a,16
1777,f,16
1778,r,7057
1779,a,16
1780,f,16
1781,r,7062
1782,a,16
1783,f,16
1784,r,7067
1785,a,16
1786,f,16
1787,r,7072
1788,a,16
1789,f,16
1790,r,7077
1791,a,16
1792,f,16
1793,r,7082
1794,a,16
1795,f,16
1796,r,7087
1797,a,16
1798,f,16
1799,r,7092
1800,a,16
1801,f,16
1802,r,7097
1803,a,16
1804,f,16
1805,r,7102
1806,a,16
1807,f,16
1808,r,7107
1809,a,16
1810,f,16
1811,r,7112
1812,a,16
1813,f,16
1814,r,7117
1815,a,16
1816,f,16
1817,r,7122
1818,a,16
1819,f,16
1820,r,7127
1821,a,16
1822,f,16
1823,r,7132
1824,a,16
1825,f,16
1826,r,7137
1827,a,16
1828,f,16
1829,r,7142
1830,a,16
1831,f,16
1832,r,7147
1833,a,16
1834,f,16
1835,r,7152
1836,a,16
1837,f,16
1838,r,7157
1839,a,16
1840,f,16
1841,r,7162
1842,a,16
1843,f,16
1844,r,7167
1845,a,16
1846,f,16
1847,r,7172
1848,a,16
1849,f,16
1850,r,7177
1851,a,16
1852,f,16
1853,r,7182
1854,a,16
1855,f,16
1856,r,7187
1857,a,16
1858,f,16
1859,r,7192
1860,a,16
1861,f,16
1862,r,7197
1863,a,16
1864,f,16
1865,r,7202
1866,a,16
1867,f,16
1868,r,7207
1869,a,16
1870,f,16
1871,r,7212
1872,a,16
1873,f,16
1874,r,7217
1875,a,16
1876,f,16
1877,r,7222
1878,a,16
1879,f,16
1880,r,7227
1881,a,16
1882,f,16
1883,r,7232
1884,a,16
1885,f,16
1886,r,7237
1887,a,16
1888,f,16
1889,r,7242
1890,a,16
1891,f,16
1892,r,7247
1893,a,16
1894,f,16
1895,r,7252
1896,a,16
1897,f,16
1898,r,7257
1899,a,16
1900,f,16
1901,r,7262
1902,a,16
1903,f,16
1904,r,7267
1905,a,16
1906,f,16
1907,r,7272
1908,a,16
1909,f,16
1910,r,7277
1911,a,16
1912,f,16
1913,r,7282
1914,a,16
1915,f,16
1916,r,7287
1917,a,16
1918,f,16
1919,r,7292
1920,a,16
1921,f,16
1922,r,7297
1923,a,16
1924,f,16
1925,r,7302
1926,a,16
1927,f,16
1928,r,7307
1929,a,16
1930,f,16
1931,r,7312
1932,a,16
1933,f,16
1934,r,7317
1935,a,16
1936,f,16
1937,r,7322
1938,a,16
1939,f,16
1940,r,7327
1941,a,16
1942,f,16
1943,r,7332
1944,a,16
1945,f,16
1946,r,7337
1947,a,16
1948,f,16
1949,r,7342
1950,a,16
1951,f,16
1952,r,7347
1953,a,16
1954,f,16
1955,r,7352
1956,a,16
1957,f,16
1958,r,7357
1959,a,16
1960,f,16
1961,r,7362
1962,a,16
1963,f,16
1964,r,7367
1965,a,16
1966,f,16
1967,r,7372
1968,a,16
1969,f,16
1970,r,7377
1971,a,16
1972,f,16
1973,r,7382
1974,a,16
1975,f,16
1976,r,7387
1977,a,16
1978,f,16
1979,r,7392
1980,a,16
1981,f,16
1982,r,7397
1983,a,16
1984,f,16
1985,r,7402
1986,a,16
1987,f,16
1988,r,7407
1989,a,16
1990,f,16
1991,r,7412
1992,a,16
1993,f,16
1994,r,7417
1995,a,16
1996,f,16
1997,r,7422
1998,a,16
1999,f,16
2000,r,7427
2001,a,16
2002,f,16
2003,r,7432
2004,a,16
2005,f,16
2006,r,7437
2007,a,16
2008,f,16
2009,r,7442
2010,a,16
2011,f,16
2012,r,7447
2013,a,16
2014,f,16
2015,r,7452
2016,a,16
2017,f,16
2018,r,7457
2019,a,16
2020,f,16
2021,r,7462
2022,a,16
2023,f,16
2024,r,7467
2025,a,16
2026,f,16
2027,r,7472
2028,a,16
2029,f,16
2030,r,7477
2031,a,16
2032,f,16
2033,r,7482
2034,a,16
2035,f,16
2036,r,7487
2037,a,16
2038,f,16
2039,r,7492
2040,a,16
2041,f,16
2042,r,7497
