size,count
3720,1
3723,1
3757,1
3790,1
3792,1
3795,1
3796,1
3836,1
3844,1
3873,1
3879,1
3880,1
3888,1
3889,1
3893,1
3907,1
3917,1
3931,1
3939,1
3998,1
4011,1
4038,1
4044,1
4069,1
4093,1
4102,1
4126,1
4127,1
4153,1
4179,1
4199,1
4205,1
4233,1
4275,1
4276,1
4278,1
4287,1
4310,1
4393,1
4399,1
4413,1
4426,1
4441,1
4454,1
4458,1
4467,1
4486,1
4489,1
4496,1
4497,1
4515,1
4528,1
4533,1
4542,1
4578,1
4586,1
4604,1
4607,1
4612,1
4630,1
4634,1
4639,1
4653,1
4686,1
4714,1
4718,1
4719,1
4727,1
4729,1
4744,1
4747,1
4749,1
4761,1
4806,1
4820,1
4835,1
4837,1
4838,1
4845,1
4846,1
4859,1
4860,1
4897,1
4906,1
4912,1
4929,1
4934,1
4951,1
4960,1
4962,2
4977,1
4979,1
5009,1
5013,1
5073,1
5084,1
5106,1
5119,1
5121,1
5125,1
5140,1
5156,1
5173,1
5182,1
5201,1
5209,1
5215,1
5225,1
5237,1
5251,1
5266,1
5272,1
5282,1
5300,1
5311,1
5330,1
5359,1
5390,1
5396,1
5448,1
5477,1
5488,1
5521,1
5570,1
5580,1
5684,1
5696,1
5697,1
5702,1
5715,1
5724,1
5729,1
5751,1
5776,1
5781,1
5785,1
5804,1
5853,1
5863,1
5906,1
5909,1
5920,1
5932,1
5949,1
5951,1
5965,1
6006,1
6064,1
6081,1
6095,1
6116,1
6129,1
6130,1
6133,1
6138,1
6153,1
6172,1
6195,1
6205,1
6209,1
6219,1
6262,1
6278,1
6281,1
6294,1
6323,1
6328,1
6338,1
6367,1
6398,1
6425,1
6439,1
6458,1
6469,1
6471,1
6479,1
6493,1
6514,1
6520,1
6527,1
6568,1
6576,1
6585,1
6587,1
6597,1
6635,1
6637,1
6646,1
6669,2
6673,1
6678,1
6690,1
6706,1
6726,1
6737,1
6755,1
6765,1
6773,1
6816,1
6819,1
6850,1
6858,1
6866,2
6880,1
6888,1
6892,1
6911,1
6920,1
6933,1
6942,1
6947,1
6953,1
6961,1
6962,1
6963,1
6979,1
6993,1
7002,1
7013,1
7025,1
7036,1
7056,1
7079,1
7093,1
7098,1
7101,1
7117,1
7144,1
7149,1
7168,1
7195,1
7202,1
7233,1
7239,1
7252,1
7256,1
7272,1
7273,1
7302,1
7304,1
7321,1
7323,1
7331,1
7355,1
7364,1
7384,1
7387,1
7391,1
7424,1
7483,1
7497,1
7499,1
7504,1
7517,1
7526,1
7530,1
7539,1
7558,1
7561,1
7622,1
7634,1
7641,1
7652,1
7671,1
7685,1
7687,1
7696,1
7697,1
7699,1
7755,1
7776,1
7781,1
7792,1
7811,1
7813,1
7829,1
7847,1
7859,1
7886,1
7890,1
7898,1
7912,1
7947,1
7974,1
7979,1
7980,1
7984,1
7987,1
7998,1
8000,2
8006,1
8066,1
8081,1
8087,1
8102,1
8107,1
8140,1
8148,1
8192,1
8213,1
8217,1
8227,1
8240,1
8285,1
8297,1
8302,1
8322,1
8323,1
8353,1
8364,1
8372,1
8375,1
8401,1
8412,1
8413,1
8415,1
8421,1
8436,1
8447,1
8473,1
8486,1
8510,1
8528,1
8537,1
8558,1
8569,1
8585,2
8586,1
8594,1
8609,1
8623,1
8673,1
8680,1
8688,1
8689,1
8705,1
8710,1
8719,1
8722,1
8730,1
8767,1
8777,1
8791,1
8793,1
8800,1
8809,1
8826,1
8844,1
8850,1
8859,1
8900,1
8913,1
8916,1
8922,1
8933,1
8949,1
8992,1
9018,1
9019,1
9023,1
9030,1
9031,1
9049,1
9056,1
9061,1
9072,1
9082,1
9085,1
9098,1
9126,1
9136,1
9154,1
9168,1
9228,1
9237,1
9241,1
9271,1
9293,1
9336,1
9349,1
9355,1
9356,1
9366,1
9381,1
9389,1
9391,1
9419,1
9434,1
9457,1
9477,1
9483,1
9485,1
9489,1
9511,1
9590,1
9599,1
9604,1
9643,1
9647,1
9663,1
9678,1
9686,1
9688,1
9722,1
9739,1
9749,1
9752,1
9756,1
9769,1
9771,1
9772,1
9778,1
9836,1
9861,1
9871,1
9878,1
9895,1
9898,1
9907,1
9919,1
9940,1
9942,1
9956,1
9960,1
9997,1
9998,1
10011,1
10043,1
10067,1
10097,1
10121,2
10122,1
10150,1
10159,1
10174,1
10183,1
10193,1
10203,1
10220,1
10238,1
10240,1
10241,1
10249,1
10258,1
10292,1
10295,1
10309,1
10358,2
10366,1
10380,1
10398,1
10409,1
10423,1
10491,1
10509,1
10518,1
10555,1
10561,1
10564,1
10566,1
10571,1
10576,1
10626,1
10631,1
10663,1
10678,1
10692,1
10695,1
10709,1
10733,1
10736,1
10754,1
10756,1
10777,1
10801,1
10836,1
10875,1
10896,1
10911,1
10927,1
10930,1
10946,1
10949,1
10956,1
10958,1
10966,1
11006,1
11011,1
11019,1
11040,1
11056,1
11068,1
11105,1
11108,1
11110,1
11133,1
11150,1
11151,1
11157,1
11194,1
11195,1
11213,1
11219,1
11255,1
11268,1
11285,1
11357,1
11403,1
11405,1
11428,1
11470,1
11480,1
11481,1
11496,1
11508,1
11509,1
11516,1
11524,1
11567,1
11591,1
11612,1
11614,1
11642,1
11677,1
11680,1
11681,1
11696,1
11699,1
11701,1
11711,1
11712,1
11718,1
11731,1
11739,1
11761,1
11776,1
11788,1
11825,1
11829,1
11831,1
11849,1
11850,1
11852,2
11857,1
11891,1
11893,1
11898,1
11908,1
11911,1
11912,1
11924,1
11942,1
11956,1
11968,1
11975,1
11994,1
12001,1
12008,1
12021,1
12032,1
12034,1
12044,1
12057,1
12070,1
12073,1
12094,1
12098,1
12119,1
12121,1
12125,1
12133,1
12147,1
12174,1
12177,1
12213,1
12220,1
12231,1
12243,1
12245,1
12254,1
12258,1
12259,1
12290,1
12309,2
12319,1
12347,1
12351,1
12352,1
12364,1
12379,1
12391,1
12402,1
12445,1
12467,1
12494,1
12503,1
12510,1
12513,2
12547,1
12550,1
12596,1
12622,1
12638,1
12641,1
12642,1
12648,1
12679,1
12712,2
12718,1
12722,1
12762,1
12803,1
12821,1
12843,1
12861,1
12877,1
12884,1
12886,1
12892,1
12905,1
12937,1
12954,1
12974,1
12986,1
12999,1
13002,1
13008,1
13033,1
13058,1
13073,1
13088,1
13093,2
13094,1
13120,1
13138,1
13150,1
13155,2
13170,1
13182,1
13185,1
13198,1
13211,1
13255,1
13269,1
13287,2
13316,1
13323,1
13330,1
13337,1
13352,1
13359,1
13360,1
13361,1
13363,2
13390,1
13393,1
13401,1
13425,1
13447,1
13493,1
13525,1
13529,1
13532,1
13540,1
13550,1
13553,1
13569,1
13582,1
13598,1
13601,1
13623,2
13629,1
13637,1
13642,1
13645,1
13655,1
13686,1
13697,1
13704,1
13722,1
13741,1
13752,1
13791,1
13858,1
13870,1
13877,1
13906,1
13912,1
13913,1
13932,2
13960,1
13977,2
13982,1
14001,1
14031,1
14033,1
14048,1
14063,1
14065,2
14069,1
14082,1
14084,1
14086,1
14088,1
14092,1
14151,1
14176,1
14181,1
14186,1
14197,1
14199,1
14205,1
14211,1
14248,1
14277,1
14291,1
14324,1
14353,1
14357,1
14392,1
14403,1
14414,1
14427,1
14428,1
14456,1
14478,1
14482,1
14513,1
14546,1
14552,2
14584,1
14591,1
14597,1
14605,1
14634,1
14648,1
14673,1
14680,1
14682,1
14688,1
14698,1
14713,1
14763,1
14790,1
14809,1
14811,1
14823,1
14841,1
14842,1
14844,1
14852,1
14865,1
14909,1
14914,1
14925,1
14931,1
14958,1
14966,1
14967,1
14982,1
14984,1
15009,1
15010,1
15022,1
15027,1
15053,1
15060,1
15065,1
15112,1
15124,1
15129,1
15138,1
15180,1
15186,1
15200,1
15228,1
15229,1
15242,1
15253,1
15262,1
15263,2
15290,1
15291,1
15297,1
15300,1
15305,1
15306,1
15316,1
15338,1
15348,1
15388,1
15401,1
15403,1
15412,1
15428,1
15433,1
15437,1
15446,1
15456,1
15475,1
15478,1
15479,1
15481,1
15500,1
15505,1
15516,1
15520,1
15532,1
15554,1
15564,1
15567,1
15593,1
15598,1
15603,1
15636,1
15642,1
15644,1
15645,1
15655,1
15675,1
15684,1
15697,1
15721,1
15730,2
15733,1
15757,1
15762,1
15772,1
15793,1
15810,1
15822,1
15849,1
15858,1
15911,1
15916,1
15918,1
15944,1
15981,1
15983,1
15991,1
15997,1
16009,1
16017,1
16032,1
16090,1
16103,1
16150,1
16160,1
16179,1
16187,1
16237,1
16241,1
16250,1
16262,1
16269,2
16281,1
16283,1
16297,1
16300,1
16325,1
16329,1
16337,1
16346,1
16355,1
16356,1
16360,1
16366,1
16371,1
16374,1
16377,1
16379,1
16394,1
16399,3
16412,1
16419,1
16431,1
16432,1
16460,1
16470,1
16483,1
16494,1
16496,1
16518,1
16535,1
16536,1
16537,1
16543,1
16560,1
16561,1
16583,1
16607,1
16627,1
16629,1
16641,1
16643,1
16674,1
16712,1
16715,1
16720,1
16722,1
16788,1
16791,1
16805,2
16808,1
16820,1
16868,1
16873,1
16885,1
16893,1
16903,1
16908,1
16914,1
16916,1
16927,1
16931,2
16935,1
16940,1
16951,1
16962,1
16972,1
16984,1
16988,1
16997,1
17003,1
17015,1
17022,1
17040,1
17086,1
17093,1
17094,1
17103,1
17109,1
17119,1
17122,1
17160,1
17164,1
17189,1
17199,1
17203,1
17210,1
17222,1
17239,1
17241,1
17244,1
17247,1
17269,1
17271,1
17278,1
17298,1
17301,1
17324,1
17328,1
17332,1
17349,1
17354,1
17366,1
17388,1
17404,1
17417,1
17426,2
17429,1
17444,1
17463,1
17466,1
17476,1
17481,1
17489,1
17505,1
17512,1
17524,1
17525,1
17526,1
17553,2
17569,1
17572,1
17588,1
17590,1
17616,1
17642,1
17659,1
17667,1
17686,1
17688,1
17695,1
17722,1
17766,2
17768,1
17775,1
17786,1
17795,1
17802,1
17817,1
17828,1
17855,1
17884,1
17896,1
17906,1
17909,1
17913,1
17928,1
17932,1
17951,1
17961,1
17966,1
17978,1
17981,1
17982,1
18005,1
18006,1
18012,2
18014,1
18033,1
18043,1
18052,1
18057,1
18084,1
18091,1
18092,1
18094,1
18103,1
18106,1
18116,1
18134,1
18138,1
18141,1
18157,1
18178,1
18181,1
18198,1
18201,1
18215,1
18220,1
18232,1
18260,1
18266,1
18294,1
18302,1
18304,1
18307,1
18314,1
18318,1
18331,1
18333,1
18376,1
18389,1
18402,1
18414,1
18418,1
18465,1
18492,2
18512,1
18550,1
18554,1
18563,1
18569,1
18607,1
18615,1
18632,1
18661,1
18669,1
18699,1
18734,1
18748,1
18755,1
18768,1
18769,1
18800,1
18832,1
18871,1
18872,1
18884,1
18910,1
18919,1
18927,1
18930,1
18937,1
18940,1
18944,1
18968,2
18969,2
18970,1
18986,1
18998,1
19009,1
19037,1
19047,1
19053,1
19069,1
19079,1
19091,1
19103,1
19106,1
19128,2
19148,1
19150,1
19159,1
19176,1
19213,1
19215,1
19227,1
19235,1
19248,1
19276,1
19278,1
19284,1
19296,1
19298,1
19329,1
19332,1
19420,1
19428,1
19481,1
19494,1
19540,1
19543,1
19555,1
19557,1
19564,1
19583,1
19594,1
19647,1
19666,1
19668,1
19673,1
19707,1
19711,1
19713,1
19717,1
19724,1
19730,1
19732,1
19764,1
19769,1
19815,2
19839,1
19841,1
19844,1
19849,1
19856,1
19866,2
19879,1
19892,1
19903,1
19910,1
19928,1
19937,1
19941,1
19967,1
19991,1
19995,1
20010,1
20018,1
20055,1
20070,1
20075,1
20081,1
20094,1
20111,1
20121,1
20123,1
20144,1
20161,1
20175,1
20206,1
20214,1
20224,1
20246,1
20264,1
20276,1
20294,1
20307,1
20337,1
20346,1
20352,1
20353,1
20374,1
20377,1
20385,1
20391,1
20403,1
20412,1
20442,1
20445,1
20454,1
20471,2
20478,1
20489,1
20491,1
20522,1
20544,1
20564,1
20568,1
20569,1
20572,1
20597,1
20611,1
20620,1
20657,1
20701,1
20703,1
20719,1
20728,1
20745,1
20754,1
20762,1
20765,1
20770,1
20778,1
20795,1
20798,1
20808,1
20848,1
20850,1
20861,1
20873,1
20880,1
20890,1
20906,1
20933,1
20935,1
20943,1
20962,1
20984,1
21001,1
21021,1
21026,1
21031,1
21040,1
21049,1
21054,1
21063,1
21069,1
21085,1
21090,1
21178,1
21228,1
21269,1
21270,1
21287,1
21288,1
21289,1
21297,1
21299,1
21301,1
21323,1
21378,1
21406,1
21419,1
21423,1
21426,1
21447,1
21453,1
21457,1
21474,1
21496,1
21497,1
21506,1
21515,1
21522,1
21550,1
21577,1
21578,1
21588,1
21611,1
21616,1
21639,1
21641,1
21652,1
21667,1
21671,1
21678,2
21680,1
21726,1
21729,1
21732,1
21742,1
21758,1
21765,1
21778,1
21789,1
21806,1
21815,1
21829,1
21848,1
21870,1
21877,1
21889,1
21903,1
21909,1
21931,1
21936,1
21941,1
21953,1
21993,1
22012,1
22020,1
22046,1
22064,1
22066,1
22069,1
22072,2
22079,1
22085,1
22092,1
22100,1
22131,1
22132,1
22159,1
22180,1
22236,1
22264,1
22290,1
22295,1
22307,1
22351,1
22352,1
22354,1
22403,1
22425,1
22458,1
22469,2
22470,1
22499,1
22502,1
22506,1
22517,1
22518,1
22520,1
22526,1
22527,1
22530,1
22555,1
22559,1
22608,1
22634,1
22648,1
22670,1
22691,1
22693,1
22697,1
22702,3
22707,1
22710,1
22725,1
22728,1
22742,1
22748,2
22770,1
22805,1
22817,1
22833,1
22850,1
22853,1
22872,1
22927,1
22930,1
22945,1
22959,1
23007,2
23012,1
23033,1
23039,2
23048,1
23050,1
23052,1
23073,1
23093,1
23098,1
23102,1
23105,1
23122,1
23145,1
23146,1
23149,1
23150,1
23159,1
23162,1
23170,1
23235,1
23243,1
23248,1
23252,1
23264,1
23269,1
23280,1
23286,1
23290,1
23297,1
23302,1
23307,1
23314,1
23321,1
23331,1
23351,1
23361,1
23449,1
23467,1
23482,1
23492,1
23498,1
23502,1
23519,1
23520,1
23527,1
23541,1
23542,1
23548,1
23559,1
23584,1
23590,1
23591,1
23596,1
23601,1
23612,1
23614,1
23625,1
23629,1
23661,1
23664,1
23694,1
23715,1
23724,1
23734,1
23764,1
23768,1
23794,1
23801,1
23854,1
23857,1
23873,1
23874,1
23878,1
23889,1
23891,2
23900,1
23905,1
23918,1
23946,1
24037,1
24063,1
24074,1
24094,1
24105,1
24112,1
24114,1
24118,1
24151,1
24176,1
24231,1
24277,1
24298,1
24300,1
24316,1
24333,1
24336,1
24341,1
24392,1
24397,1
24405,1
24423,1
24435,1
24443,2
24444,1
24453,1
24458,1
24472,1
24500,1
24529,3
24533,1
24595,1
24620,1
24632,1
24647,1
24674,1
24694,1
24708,1
24710,1
24794,1
24804,1
24817,1
24820,1
24830,1
24839,1
24843,1
24852,1
24871,1
24890,1
24907,1
24923,1
24924,1
24935,1
24970,1
24985,1
24995,1
25010,1
25047,1
25050,1
25093,1
25097,1
25133,1
25142,1
25144,1
25146,1
25157,1
25165,1
25176,1
25178,1
25180,1
25188,1
25205,1
25206,1
25210,1
25211,1
25226,1
25228,1
25256,1
25262,2
25266,1
25275,1
25288,1
25296,1
25298,1
25312,1
25313,1
25321,1
25332,1
25335,1
25371,1
25401,1
25417,1
25454,1
25463,1
25532,1
25542,1
25559,1
25619,1
25645,1
25667,1
25696,1
25700,1
25704,1
25708,1
25718,1
25725,1
25742,1
25752,1
25804,1
25831,1
25851,1
25911,1
25913,1
25917,1
25930,1
25946,1
25971,1
25986,1
25995,1
25998,1
26006,1
26019,1
26025,1
26031,1
26060,1
26068,1
26074,1
26100,2
26103,1
26117,1
26138,1
26148,1
26177,1
26189,1
26198,1
26204,1
26234,1
26246,1
26265,1
26275,1
26278,1
26285,1
26287,1
26303,1
26309,1
26316,1
26321,1
26322,1
26326,1
26328,1
26332,1
26343,1
26371,1
26374,1
26375,1
26415,1
26420,1
26421,1
26434,1
26469,2
26473,1
26474,1
26476,1
26482,2
26487,1
26506,1
26517,1
26524,1
26537,1
26538,1
26539,1
26541,1
26547,1
26569,1
26578,2
26580,1
26608,1
26615,1
26623,1
26637,1
26649,1
26653,1
26654,1
26659,1
26674,1
26677,1
26686,1
26690,1
26701,1
26708,1
26710,1
26725,1
26729,1
26733,1
26734,1
26749,1
26760,1
26769,1
26819,1
26866,1
26873,1
26874,1
26887,1
26922,1
26933,1
26938,1
26957,1
26961,1
27027,1
27041,1
27055,1
27060,1
27062,1
27067,1
27090,1
27092,1
27113,1
27114,1
27123,1
27132,1
27141,1
27151,1
27156,1
27169,1
27174,1
27176,1
27193,1
27207,1
27212,1
27238,2
27247,1
27260,1
27284,1
27298,1
27312,1
27330,1
27331,1
27355,1
27360,1
27386,1
27405,1
27424,1
27441,1
27454,1
27458,1
27466,1
27481,1
27510,1
27513,1
27514,1
27556,1
27568,1
27619,1
27621,1
27628,1
27656,1
27658,1
27664,2
27673,1
27707,1
27711,2
27737,1
27739,1
27747,1
27751,1
27770,1
27804,1
27841,1
27866,1
27884,2
27910,1
27916,1
27929,1
27944,1
27945,1
27958,1
28001,1
28008,1
28036,1
28055,1
28064,1
28066,1
28080,1
28101,1
28103,1
28108,1
28110,1
28116,1
28122,1
28129,2
28136,1
28156,1
28175,1
28177,1
28195,1
28213,1
28217,1
28242,1
28247,1
28258,1
28260,1
28261,1
28270,1
28287,1
28289,1
28300,1
28304,1
28333,1
28362,1
28376,1
28385,1
28398,1
28421,2
28437,1
28439,1
28441,1
28443,1
28445,1
28453,1
28465,1
28474,1
28496,1
28501,1
28529,1
28553,1
28557,1
28564,1
28573,1
28593,1
28595,1
28600,1
28601,1
28609,1
28617,1
28618,1
28631,1
28659,1
28662,1
28663,1
28670,1
28683,2
28700,1
28701,1
28707,1
28713,1
28715,1
28717,1
28748,1
28760,1
28774,1
28777,1
28780,2
28806,2
28821,1
28828,1
28830,1
28832,1
28846,1
28852,1
28856,1
28859,1
28860,1
28861,1
28863,1
28898,1
28924,1
28927,1
28931,1
28932,1
28937,1
28946,1
28983,1
28986,1
28992,1
28994,1
29016,1
29018,1
29022,1
29032,1
29041,1
29054,1
29055,1
29059,1
29108,1
29120,1
29124,1
29171,1
29184,1
29192,1
29194,1
29238,2
29249,1
29266,1
29270,1
29272,1
29279,1
29294,1
29304,1
29316,1
29323,1
29325,1
29335,1
29356,1
29397,1
29403,1
29445,1
29459,1
29501,1
29502,1
29513,1
29533,1
29535,1
29547,1
29565,1
29582,1
29604,1
29615,1
29632,1
29633,1
29645,1
29652,1
29685,1
29725,1
29728,1
29737,1
29742,1
29777,1
29812,1
29829,1
29886,1
29901,1
29926,1
29941,1
29970,1
29971,1
29978,1
29981,2
29989,1
29996,1
30006,1
30031,1
30032,1
30046,1
30053,1
30059,1
30062,1
30073,1
30099,1
30106,1
30111,1
30135,1
30161,1
30163,1
30170,2
30175,1
30180,1
30189,1
30196,1
30246,1
30274,1
30298,1
30303,1
30323,1
30331,2
30343,1
30346,1
30362,1
30368,1
30395,1
30406,1
30408,1
30410,1
30418,1
30472,1
30475,1
30485,2
30494,1
30517,1
30525,1
30556,1
30587,1
30588,1
30595,1
30615,1
30623,1
30667,1
30676,1
30685,1
30707,1
30718,1
30723,1
30730,1
30738,2
30764,1
30766,1
30767,2
30784,1
30792,1
30798,1
30805,1
30814,1
30815,1
30843,1
30856,1
30861,1
30862,1
30922,1
30958,1
31004,1
31005,1
31007,1
31013,1
31023,1
31048,1
31049,1
31050,1
31121,1
31158,1
31160,1
31168,1
31189,1
31229,1
31234,1
31245,1
31260,1
31261,1
31301,1
31302,1
31328,1
31343,1
31360,1
31374,1
31413,1
31417,1
31434,1
31437,2
31444,1
31450,1
31453,1
31468,1
31470,1
31474,1
31513,1
31519,1
31529,1
31540,1
31572,1
31579,1
31585,1
31591,1
31601,1
31607,1
31610,1
31639,1
31659,1
31671,1
31681,1
31687,1
31689,1
31692,1
31710,1
31768,1
31770,1
31841,1
31872,1
31879,1
31901,1
31942,1
31953,1
32015,1
32016,1
32060,1
32064,1
32083,1
32089,1
32106,1
32114,1
32115,1
32136,1
32139,1
32160,1
32201,1
32242,1
32245,1
32275,1
32279,1
32288,1
32315,1
32322,1
32330,1
32339,1
32359,1
32360,1
32377,1
32382,1
32390,1
32427,1
32436,1
32487,1
32508,1
32519,1
32528,1
32566,1
32598,1
32601,1
32602,1
32604,1
32617,1
32633,2
32643,1
32652,1
32653,1
32665,1
32678,1
32707,1
32722,1
32724,1
32726,1
32734,1
32739,1
